المنطقة,المدينة,المدينة / الحي,الرقم المرجعي للصفقة,تاريخ الصفقة ميلادي,تاريخ الصفقة هجري,تصنيف العقار,عدد العقارات,السعر,المساحة
منطقة الشرقية,الخفجي,الخفجي/ غرناطه ,35937684,2026/03/30,1447/10/11,سكني,1,"100,000",770.00
منطقة عسير,احد رفيده,احد رفيده/ ال بريد ,35928702,2026/03/30,1447/10/11,تجاري,1,"330,000",435.00
منطقة القصيم,الرس,الرس/ النهضة ,35936404,2026/03/30,1447/10/11,سكني,1,"595,000",375.00
منطقة الجوف,سكاكا,سكاكا/ ج26 ,35931147,2026/03/30,1447/10/11,سكني,1,"40,000",600.00
منطقة عسير,ابها,ابها/ طريق ابها الخميس ,35939916,2026/03/30,1447/10/11,سكني,1,"450,000",158.37
منطقة حائل,حائل,حائل/أخرى,35943890,2026/03/30,1447/10/11,سكني,1,"200,000","2,140.00"
منطقة حائل,حائل,حائل/ أركان ,35941914,2026/03/30,1447/10/11,سكني,1,"90,000",310.00
منطقة حائل,حائل,حائل/ أركان ,35932699,2026/03/30,1447/10/11,سكني,1,"180,000",550.00
منطقة حائل,حائل,حائل/ أركان ,35940163,2026/03/30,1447/10/11,سكني,1,"60,000",315.00
منطقة حائل,حائل,حائل/ صبابة ,35935661,2026/03/30,1447/10/11,سكني,1,"1,000,000",294.00
منطقة حائل,حائل,حائل/ صبابة ,35935755,2026/03/30,1447/10/11,سكني,1,"200,000",306.00
منطقة حائل,حائل,حائل/ حقروصين 32 كم شمال شرق حائل ,35939373,2026/03/30,1447/10/11,زراعي,1,"500,000","10,177.00"
منطقة تبوك,تيماء,تيماء/ العسافية ,35939193,2026/03/30,1447/10/11,سكني,1,"50,000",750.00
منطقة تبوك,تيماء,تيماء/ الخبراء ,35937281,2026/03/30,1447/10/11,سكني,1,"5,000",312.50
منطقة حائل,بقعاء,بقعاء/أخرى,35904471,2026/03/30,1447/10/11,سكني,1,"126,000","1,120.00"
منطقة عسير,ابها,ابها/ الربوة ,35944437,2026/03/30,1447/10/11,سكني,1,"380,000",173.15
منطقة الرياض,الخرج,الخرج/ العزيزية ,35938755,2026/03/30,1447/10/11,سكني,1,"60,000",179.25
منطقة الرياض,الخرج,الخرج/ السهباء ,35916548,2026/03/30,1447/10/11,زراعي,1,"6,500,000","2,000,000.00"
منطقة الرياض,الخرج,الخرج/ السهباء ,35931836,2026/03/30,1447/10/11,زراعي,1,"6,500,000","409,922.00"
منطقة حائل,بقعاء,بقعاء/أخرى,35935688,2026/03/30,1447/10/11,سكني,1,"155,000","13,000.00"
منطقة القصيم,البدائع,البدائع/ القادسية ,35943797,2026/03/30,1447/10/11,سكني,1,"30,000",312.50
منطقة القصيم,البدائع,البدائع/ القادسية ,35938140,2026/03/30,1447/10/11,سكني,1,"90,000",300.00
منطقة الشرقية,الدمام,الدمام/ السيف ,35939405,2026/03/30,1447/10/11,سكني,1,"2,250,000",312.50
منطقة القصيم,الشماسيه,الشماسيه/ الخبيب ,35908274,2026/03/30,1447/10/11,تجاري,1,"1,000,000","10,099.84"
منطقة حائل,الغزاله,الغزاله/ الغزالة ,35939636,2026/03/30,1447/10/11,سكني,1,"40,500",300.00
منطقة مكة المكرمه,جده,جده/ المنار ,35944836,2026/03/30,1447/10/11,سكني,1,"370,000",95.78
منطقة مكة المكرمه,جده,جده/ المنار ,35944693,2026/03/30,1447/10/11,سكني,1,"395,000",114.90
منطقة مكة المكرمه,جده,جده/ المنار ,35940898,2026/03/30,1447/10/11,سكني,1,"380,000",95.78
منطقة مكة المكرمه,جده,جده/ المنار ,35944510,2026/03/30,1447/10/11,سكني,1,"480,000",119.83
منطقة جازان,ابو عريش,ابو عريش/ الورود ,35942157,2026/03/30,1447/10/11,سكني,1,"193,740",587.09
منطقة القصيم,المذنب,المذنب/ المذنب ,35939183,2026/03/30,1447/10/11,سكني,1,"79,000",346.30
منطقة مكة المكرمه,جده,جده/ الرويس ,35943101,2026/03/30,1447/10/11,سكني,1,"560,000",103.54
منطقة مكة المكرمه,جده,جده/ الرحمانية ,35946089,2026/03/30,1447/10/11,سكني,1,"500,000",397.50
منطقة مكة المكرمه,جده,جده/ الرحمانية ,35944673,2026/03/30,1447/10/11,تجاري,1,"3,100,000",743.22
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المنار المعدل بالشرائع ,35940018,2026/03/30,1447/10/11,تجاري,1,"2,521,320",840.44
منطقة عسير,خميس مشيط,خميس مشيط/ المعارض ,35942528,2026/03/30,1447/10/11,سكني,1,"560,000",203.97
منطقة الشرقية,الدمام,الدمام/ الشعلة ,35937370,2026/03/30,1447/10/11,سكني,1,"465,000",163.65
منطقة الرياض,الخرج,الخرج/ الفيصلية ,35933693,2026/03/30,1447/10/11,سكني,1,"540,000",499.37
منطقة الرياض,الخرج,الخرج/ الفيصلية ,35931846,2026/03/30,1447/10/11,تجاري,1,"450,000",725.00
منطقة الرياض,الخرج,الخرج/ الفيصلية ,35933220,2026/03/30,1447/10/11,تجاري,1,"450,000",725.00
منطقة القصيم,بريده,بريده/ مبروكة ,35946750,2026/03/30,1447/10/11,سكني,1,"400,000",152.91
منطقة القصيم,بريده,بريده/ مبروكة ,35946634,2026/03/30,1447/10/11,سكني,1,"400,000",152.91
منطقة الرياض,الزلفي,الزلفي/ الربوة ,35936115,2026/03/30,1447/10/11,سكني,1,"170,000",675.00
منطقة مكة المكرمه,رابغ,رابغ/ خارج حدود الاحياء ,35939645,2026/03/30,1447/10/11,سكني,1,"190,000",406.15
منطقة الشرقية,الجفر,الجفر/ هجر الأول ,35939359,2026/03/30,1447/10/11,سكني,1,"915,000",390.00
منطقة الشرقية,الجفر,الجفر/ هجر الثالث ,35937925,2026/03/30,1447/10/11,سكني,1,"480,000",625.00
منطقة عسير,خميس مشيط,خميس مشيط/ الظرفة ,35939648,2026/03/30,1447/10/11,سكني,1,"750,000",745.50
منطقة عسير,خميس مشيط,خميس مشيط/ الظرفة ,35939554,2026/03/30,1447/10/11,سكني,1,"750,000",745.50
منطقة عسير,خميس مشيط,خميس مشيط/ الظرفة ,35939457,2026/03/30,1447/10/11,سكني,1,"750,000",959.00
منطقة عسير,خميس مشيط,خميس مشيط/ الظرفة ,35939802,2026/03/30,1447/10/11,سكني,1,"750,000","1,156.40"
منطقة عسير,البرك,البرك/ الحريضة ,35935675,2026/03/30,1447/10/11,سكني,1,"10,000",330.00
منطقة عسير,البرك,البرك/ الحريضة ,35932555,2026/03/30,1447/10/11,سكني,1,"10,000",315.00
منطقة عسير,خميس مشيط,خميس مشيط/ الظرفة ,35940153,2026/03/30,1447/10/11,سكني,1,"1,000,000",600.00
منطقة الرياض,الرياض,الرياض/النهضة,35942575,2026/03/30,1447/10/11,سكني,1,"1,750,000",302.98
منطقة مكة المكرمه,الطائف,الطائف/ ضاحية الإسكان ,35936949,2026/03/30,1447/10/11,سكني,1,"100,000",450.00
منطقة مكة المكرمه,جده,جده/ المسرة ,35937801,2026/03/30,1447/10/11,سكني,1,"460,000",897.68
منطقة الرياض,المجمعه,المجمعه/ الرفيعة ,35933278,2026/03/30,1447/10/11,سكني,1,"500,000",750.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ حارة الباب الجديد ,35942612,2026/03/30,1447/10/11,سكني,1,"630,000",589.67
منطقة جازان,صامطه,صامطه/ المروج ,35944792,2026/03/30,1447/10/11,سكني,1,"300,000",725.64
منطقة الرياض,الخرج,الخرج/ مشرف ,35946186,2026/03/30,1447/10/11,سكني,1,"270,000",600.00
منطقة مكة المكرمه,الطائف,الطائف/ الكدى ,35937172,2026/03/30,1447/10/11,سكني,1,"830,027",754.57
منطقة جازان,بيش,بيش/ الخضراء1 ,35938537,2026/03/30,1447/10/11,سكني,1,"119,047",501.02
منطقة جازان,بيش,بيش/ الخضراء1 ,35946544,2026/03/30,1447/10/11,سكني,1,"10,000",486.42
منطقة القصيم,رياض الخبراء,رياض الخبراء/ القرين ,35903477,2026/03/30,1447/10/11,تجاري,1,"95,000","1,000.00"
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ نبلاء ,35932496,2026/03/30,1447/10/11,سكني,1,"365,000",309.86
منطقة حائل,حائل,حائل/أخرى,35939017,2026/03/30,1447/10/11,سكني,1,"135,000",350.00
منطقة عسير,ابها,ابها/ المروج ,35945714,2026/03/30,1447/10/11,سكني,1,"465,000",145.24
منطقة الرياض,شقراء,شقراء/ الملقا ,35939197,2026/03/30,1447/10/11,سكني,1,"150,000",660.00
منطقة عسير,خميس مشيط,خميس مشيط/ المعمورة ,35936111,2026/03/30,1447/10/11,سكني,1,"500,000",187.12
منطقة حائل,السليمي,السليمي/ العدل ,35939632,2026/03/30,1447/10/11,سكني,1,"21,000",240.00
منطقة حائل,السليمي,السليمي/ العدل ,35938135,2026/03/30,1447/10/11,سكني,1,"45,000",345.10
منطقة مكة المكرمه,الطائف,الطائف/ العرفاء ,35942708,2026/03/30,1447/10/11,سكني,1,"160,000",656.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ الرصيفة ,35943553,2026/03/30,1447/10/11,سكني,1,"370,000",157.09
منطقة عسير,احد رفيده,احد رفيده/ الخزامى ,35939592,2026/03/30,1447/10/11,سكني,1,"430,000",444.85
منطقة عسير,محايل عسير,محايل عسير/ الحيلة الشرقي ,35934814,2026/03/30,1447/10/11,تجاري,1,"200,000",500.00
منطقة الشرقية,قرية العليا,قرية العليا/ الأمل ,35937198,2026/03/30,1447/10/11,سكني,1,"48,000",480.00
منطقة الرياض,وادي الدواسر,وادي الدواسر/ المقابل ,35946849,2026/03/30,1447/10/11,تجاري,1,"1,232,500","1,056.03"
منطقة الرياض,المجمعه,المجمعه/ الرفيعة ,35944959,2026/03/30,1447/10/11,سكني,1,"450,000",561.68
منطقة الشرقية,الهفوف,الهفوف/ الأمراء ,35938527,2026/03/30,1447/10/11,سكني,1,"445,000",400.00
منطقة الرياض,الزلفي,الزلفي/ العزيزيه ,35941567,2026/03/30,1447/10/11,سكني,1,"1,150,000",646.62
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ أبوكبير ,35939377,2026/03/30,1447/10/11,سكني,1,"475,200",480.80
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ أبوكبير ,35937197,2026/03/30,1447/10/11,سكني,1,"396,000",400.72
منطقة عسير,ابها,ابها/ الزين ,35944108,2026/03/30,1447/10/11,سكني,1,"95,000",525.00
منطقة عسير,ابها,ابها/ السوسن ,35947294,2026/03/30,1447/10/11,سكني,1,"100,000",506.75
منطقة الرياض,الخرج,الخرج/ فرزان ,35858745,2026/03/30,1447/10/11,سكني,1,"180,000",400.00
منطقة القصيم,المذنب,المذنب/ خارج حدود الأحياء ,35938369,2026/03/30,1447/10/11,سكني,1,"30,000",322.00
منطقة القصيم,المذنب,المذنب/ خارج حدود الأحياء ,35937462,2026/03/30,1447/10/11,سكني,1,"20,000",310.50
منطقة القصيم,المذنب,المذنب/ خارج حدود الأحياء ,35938336,2026/03/30,1447/10/11,سكني,1,"30,000",309.50
منطقة الحدود الشمالية,رفحاء,رفحاء/ هجرة طلعة التمياط ,35944323,2026/03/30,1447/10/11,تجاري,1,"10,000",492.00
منطقة القصيم,رياض الخبراء,رياض الخبراء/ الجزيرة ,35946022,2026/03/30,1447/10/11,سكني,1,"30,000",329.47
منطقة القصيم,رياض الخبراء,رياض الخبراء/ الجزيرة ,35931061,2026/03/30,1447/10/11,سكني,1,"50,000",357.58
منطقة نجران,نجران,نجران/ الروضة ,35937204,2026/03/30,1447/10/11,سكني,1,"1,000,000",660.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ السلمانية ,35933768,2026/03/30,1447/10/11,سكني,1,"20,000",683.13
منطقة الرياض,المجمعه,المجمعه/ الروضة ,35939357,2026/03/30,1447/10/11,سكني,1,"850,000",630.00
منطقة الرياض,مرات,مرات/ حي الملك سلمان بأثيثية ,35935309,2026/03/30,1447/10/11,سكني,1,"100,000",650.00
منطقة القصيم,بريده,بريده/ الشماس ,35932574,2026/03/30,1447/10/11,سكني,1,"2,300,000",764.79
منطقة الرياض,عفيف,عفيف/ حى الورود ,35941216,2026/03/30,1447/10/11,سكني,1,"5,000",202.00
منطقة القصيم,بريده,بريده/ الحمر الشمالي ,35946254,2026/03/30,1447/10/11,سكني,1,"288,000",359.63
منطقة الرياض,الزلفي,الزلفي/ الملك سلمان ,35945850,2026/03/30,1447/10/11,سكني,1,"171,666",290.96
منطقة حائل,حائل,حائل/أخرى,35938098,2026/03/30,1447/10/11,سكني,1,"190,000",671.00
منطقة حائل,حائل,حائل/أخرى,35937803,2026/03/30,1447/10/11,سكني,1,"170,000",748.00
منطقة عسير,خميس مشيط,خميس مشيط/ النهضة ,35937291,2026/03/30,1447/10/11,سكني,1,"299,500",306.62
منطقة الشرقية,قرية العليا,قرية العليا/ الشيط ,35930619,2026/03/30,1447/10/11,سكني,1,"5,000",545.50
منطقة حائل,بقعاء,بقعاء/ الرمال ,35938447,2026/03/30,1447/10/11,سكني,1,"15,000",361.05
منطقة تبوك,تبوك,تبوك/ شمال الجامعة ,35937612,2026/03/30,1447/10/11,سكني,1,"100,000",458.89
منطقة مكة المكرمه,جده,جده/ الازدهار ,35946847,2026/03/30,1447/10/11,سكني,1,"729,564",552.70
منطقة مكة المكرمه,جده,جده/ الازدهار ,35946697,2026/03/30,1447/10/11,سكني,1,"761,280",624.00
منطقة مكة المكرمه,جده,جده/ الازدهار ,35947427,2026/03/30,1447/10/11,سكني,1,"717,282",539.31
منطقة مكة المكرمه,جده,جده/ الازدهار ,35946177,2026/03/30,1447/10/11,سكني,1,"780,245",586.65
منطقة الرياض,الرياض,الرياض/ البيان ,35946637,2026/03/30,1447/10/11,سكني,1,"900,000",300.00
منطقة القصيم,الاسياح,الاسياح/ 15 كم غرب ضيده 123كم شمال شرق بريدة ,35939358,2026/03/30,1447/10/11,زراعي,1,"157,500","50,000.00"
منطقة حائل,حائل,حائل/ قفار ,35946220,2026/03/30,1447/10/11,سكني,1,"108,000",400.00
منطقة الرياض,الرياض,الرياض/جبره,35932162,2026/03/30,1447/10/11,سكني,1,"750,000",170.91
منطقة الرياض,الارطاوي,الارطاوي/ مخطط 144 ,35927893,2026/03/30,1447/10/11,سكني,1,"33,000",756.00
منطقة تبوك,تيماء,تيماء/ قرية الجهراء ,35946231,2026/03/30,1447/10/11,سكني,1,"5,000",750.00
منطقة الشرقية,الدمام,الدمام/ غرب الدمام ,35938443,2026/03/30,1447/10/11,سكني,1,"2,170,498","3,014.58"
منطقة مكة المكرمه,الطائف,الطائف/ العرفاء الغربية ,35935916,2026/03/30,1447/10/11,سكني,1,"250,000",630.00
منطقة مكة المكرمه,الطائف,الطائف/ العرفاء الغربية ,35936575,2026/03/30,1447/10/11,سكني,1,"250,000",630.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ طيبة ,35944506,2026/03/30,1447/10/11,سكني,1,"625,000",336.87
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ طيبة ,35944332,2026/03/30,1447/10/11,سكني,1,"606,720",367.75
منطقة حائل,الروضة,الروضة/ الروضة ,35933823,2026/03/30,1447/10/11,سكني,1,"45,000",345.79
منطقة مكة المكرمه,الطائف,الطائف/ الجودية ,35958353,2026/03/31,1447/10/12,سكني,1,"230,000",900.00
منطقة مكة المكرمه,الطائف,الطائف/ الجودية ,35950169,2026/03/31,1447/10/12,سكني,1,"20,000",750.00
منطقة مكة المكرمه,الطائف,الطائف/ الشهداء الجنوبية ,35958468,2026/03/31,1447/10/12,سكني,1,"450,000",81.00
منطقة الرياض,الرياض,الرياض/الديرة,35966154,2026/03/31,1447/10/12,سكني,1,"480,000",69.05
منطقة الرياض,الرياض,الرياض/الديرة,35966056,2026/03/31,1447/10/12,سكني,1,"485,000",69.10
منطقة الرياض,الرياض,الرياض/الديرة,35962436,2026/03/31,1447/10/12,سكني,1,"535,000",92.18
منطقة الرياض,الرياض,الرياض/الديرة,35963161,2026/03/31,1447/10/12,سكني,1,"540,000",92.16
منطقة الرياض,الرياض,الرياض/الديرة,35962646,2026/03/31,1447/10/12,سكني,1,"480,000",69.10
منطقة الرياض,الدلم,الدلم/أخرى,35947530,2026/03/31,1447/10/12,زراعي,1,"3,000,000","86,000.00"
منطقة مكة المكرمه,الطائف,الطائف/ المثناه ,35957302,2026/03/31,1447/10/12,سكني,1,"600,000",183.08
منطقة الرياض,الدلم,الدلم/ حي الصناعية ,35955336,2026/03/31,1447/10/12,سكني,1,"290,000",750.00
منطقة الرياض,الدلم,الدلم/ حي الصناعية ,35956565,2026/03/31,1447/10/12,سكني,1,"290,000",750.00
منطقة نجران,شروره,شروره/ الملك عبدالله ,35958170,2026/03/31,1447/10/12,سكني,1,"80,000",200.00
منطقة الرياض,الرياض,الرياض/العريجاء,35962008,2026/03/31,1447/10/12,سكني,1,"350,000",400.00
منطقة الرياض,الرياض,الرياض/السلام,35964559,2026/03/31,1447/10/12,سكني,1,"2,000,000",500.00
منطقة الرياض,الرياض,الرياض/العريجاء,35961846,2026/03/31,1447/10/12,سكني,1,"350,000",400.00
منطقة الرياض,الرياض,الرياض/العزيزية,35966067,2026/03/31,1447/10/12,تجاري,1,"300,000",179.22
منطقة الرياض,الرياض,الرياض/العزيزية,35955303,2026/03/31,1447/10/12,سكني,1,"20,070",400.00
منطقة نجران,شروره,شروره/ شرق سلطانة ,35958037,2026/03/31,1447/10/12,سكني,1,"30,000",413.94
منطقة الرياض,الرياض,الرياض/بدر,35960464,2026/03/31,1447/10/12,سكني,1,"400,000",148.94
منطقة عسير,بيشه,بيشه/ النقيع ,35966315,2026/03/31,1447/10/12,سكني,1,"10,000",630.00
منطقة مكة المكرمه,الطائف,الطائف/ الخالدية ,35933440,2026/03/31,1447/10/12,سكني,1,"533,000",500.00
منطقة الرياض,الرياض,الرياض/العارض,35965394,2026/03/31,1447/10/12,سكني,1,"2,000,000",200.00
منطقة الرياض,الرياض,الرياض/الفيحاء,35966679,2026/03/31,1447/10/12,سكني,1,"2,900,000",750.00
منطقة عسير,ظهران الجنوب,ظهران الجنوب/أخرى,35958201,2026/03/31,1447/10/12,سكني,1,"10,000",316.40
منطقة الرياض,الرياض,الرياض/النخيل,35957487,2026/03/31,1447/10/12,سكني,1,"2,150,000",153.34
منطقة الرياض,الرياض,الرياض/قرطبة,35955497,2026/03/31,1447/10/12,سكني,1,"1,081,629",177.46
منطقة الرياض,مرات,مرات/أخرى,35958120,2026/03/31,1447/10/12,سكني,1,"100,000",932.80
منطقة الرياض,الرياض,الرياض/العليا,35960230,2026/03/31,1447/10/12,سكني,1,"2,650,000",208.02
منطقة مكة المكرمه,الليث,الليث/ (حي رقم (5 ,35962302,2026/03/31,1447/10/12,سكني,1,"5,000",315.00
منطقة الرياض,الرياض,الرياض/بدر,35962458,2026/03/31,1447/10/12,سكني,1,"900,000",600.00
منطقة الرياض,الرياض,الرياض/بدر,35958154,2026/03/31,1447/10/12,سكني,1,"369,000",109.70
منطقة الرياض,الرياض,الرياض/بدر,35962361,2026/03/31,1447/10/12,سكني,1,"900,000",600.00
منطقة الشرقية,الدمام,الدمام/ العدامة ,35959817,2026/03/31,1447/10/12,سكني,1,"850,000",162.61
منطقة جازان,الشقيق,الشقيق/أخرى,35951990,2026/03/31,1447/10/12,سكني,1,"100,000",874.00
منطقة الرياض,الرياض,الرياض/منفوحة,35953883,2026/03/31,1447/10/12,سكني,1,"630,000",174.50
منطقة الرياض,الرياض,الرياض/الخير,35956375,2026/03/31,1447/10/12,تجاري,1,"1,450,000",694.75
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ حى الخضراء ,35959846,2026/03/31,1447/10/12,سكني,1,"260,000",300.00
منطقة الرياض,الرياض,الرياض/عريض,35958576,2026/03/31,1447/10/12,سكني,1,"260,000",450.00
منطقة المدينة المنوره,العلا,العلا/ جنوب حى العزيزية ,35960780,2026/03/31,1447/10/12,سكني,1,"650,000",600.00
منطقة مكة المكرمه,جده,جده/ المروة ,35961029,2026/03/31,1447/10/12,سكني,1,"300,000",165.42
منطقة مكة المكرمه,جده,جده/ الواحة ,35960781,2026/03/31,1447/10/12,سكني,1,"315,000",104.58
منطقة مكة المكرمه,جده,جده/ الواحة ,35966034,2026/03/31,1447/10/12,سكني,1,"450,000",135.32
منطقة الشرقية,النعيريه,النعيريه/أخرى,35955811,2026/03/31,1447/10/12,سكني,1,"20,000",750.00
منطقة مكة المكرمه,جده,جده/ الورود ,35964308,2026/03/31,1447/10/12,سكني,1,"1,050,000",252.88
منطقة الشرقية,الخبر,الخبر/ الحمراء ,35950620,2026/03/31,1447/10/12,سكني,1,"560,000",155.55
منطقة الشرقية,الخبر,الخبر/ الحمراء ,35957160,2026/03/31,1447/10/12,سكني,1,"540,000",155.55
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ حى جشم ,35959414,2026/03/31,1447/10/12,سكني,1,"314,760",944.28
منطقة الحدود الشمالية,عرعر,عرعر/ المحمدية ,35836860,2026/03/31,1447/10/12,سكني,1,"720,000",345.60
منطقة القصيم,بريده,بريده/ الهدية ,35957954,2026/03/31,1447/10/12,تجاري,1,"134,125","2,000.00"
منطقة الرياض,السليل,السليل/أخرى,35957969,2026/03/31,1447/10/12,سكني,1,"6,000",630.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الجصة منطقة الهجرة ,35958569,2026/03/31,1447/10/12,سكني,1,"127,944",284.33
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الجصة منطقة الهجرة ,35958565,2026/03/31,1447/10/12,سكني,1,"63,659",141.47
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الجصة منطقة الهجرة ,35958460,2026/03/31,1447/10/12,سكني,1,"31,516",70.04
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الجصة منطقة الهجرة ,35958393,2026/03/31,1447/10/12,سكني,1,"95,801",212.90
منطقة مكة المكرمه,جده,جده/ المرجان ,35962093,2026/03/31,1447/10/12,سكني,1,"4,000,000",513.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ العزيزية. ,35965265,2026/03/31,1447/10/12,سكني,1,"300,000",486.52
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الرانوناء ,35960725,2026/03/31,1447/10/12,سكني,1,"748,680",236.85
منطقة عسير,تثليت,تثليت/ العزيزية ,35956445,2026/03/31,1447/10/12,سكني,1,"758,362",600.00
منطقة عسير,تثليت,تثليت/ الفاخرية ,35957334,2026/03/31,1447/10/12,سكني,1,"1,008,987",650.00
منطقة عسير,تثليت,تثليت/ القيرة ,35953882,2026/03/31,1447/10/12,سكني,1,"46,875",625.00
منطقة عسير,تثليت,تثليت/ 110  1427  ع  9 ,35953225,2026/03/31,1447/10/12,سكني,1,"20,000",600.00
منطقة عسير,تثليت,تثليت/ الدائري الشمالي ,35957937,2026/03/31,1447/10/12,سكني,1,"10,000",291.12
منطقة عسير,تثليت,تثليت/ الدائري الشمالي ,35957936,2026/03/31,1447/10/12,سكني,1,"5,333",332.67
منطقة المدينة المنوره,وادي الفرع,وادي الفرع/أخرى,35905386,2026/03/31,1447/10/12,زراعي,1,"200,000","90,040.52"
منطقة الرياض,الرياض,الرياض/لبن,35963147,2026/03/31,1447/10/12,تجاري,1,"2,750,000",900.00
منطقة نجران,حبونا,حبونا/أخرى,35955820,2026/03/31,1447/10/12,زراعي,1,"20,000","29,988.00"
منطقة القصيم,الاسياح,الاسياح/ البعيثة ,35958117,2026/03/31,1447/10/12,سكني,1,"80,000",904.89
منطقة القصيم,الاسياح,الاسياح/ البعيثة ,35958354,2026/03/31,1447/10/12,سكني,1,"5,000",904.89
منطقة نجران,نجران,نجران/ شرق المطار  ب ,35950177,2026/03/31,1447/10/12,سكني,1,"325,000",720.00
منطقة تبوك,الوجه,الوجه/ قرية بداء ,35859100,2026/03/31,1447/10/12,سكني,1,"5,000","1,050.00"
منطقة الباحة,الباحه,الباحه/أخرى,35957985,2026/03/31,1447/10/12,زراعي,2,"10,000","1,684.01"
منطقة الرياض,ثادق,ثادق/ مخطط تنظيم الاراضي الواقعه شرق المخطط 242 ,35963263,2026/03/31,1447/10/12,سكني,1,"150,000",690.00
منطقة مكة المكرمه,رابغ,رابغ/أخرى,35952955,2026/03/31,1447/10/12,سكني,1,"160,000",403.41
منطقة الشرقية,الدمام,الدمام/ طيبة ,35957247,2026/03/31,1447/10/12,سكني,1,"881,499",765.00
منطقة الرياض,القصب,القصب/ الفيصلية ,35966062,2026/03/31,1447/10/12,سكني,1,"190,000",600.00
منطقة الجوف,طبرجل,طبرجل/ العزيزية ,35930736,2026/03/31,1447/10/12,تجاري,1,"1,600,000",540.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الصويدرة ,35958071,2026/03/31,1447/10/12,سكني,1,"65,000",306.12
منطقة الشرقية,الدمام,الدمام/ الاتصالات ,35965268,2026/03/31,1447/10/12,سكني,1,"2,579,200",832.00
منطقة الرياض,الرياض,الرياض/ لبن ,35958931,2026/03/31,1447/10/12,سكني,1,"750,000",200.00
منطقة الرياض,الرياض,الرياض/لبن,35956861,2026/03/31,1447/10/12,سكني,1,"2,700,000",375.00
منطقة الرياض,الرياض,الرياض/الوزارات,35914559,2026/03/31,1447/10/12,سكني,1,"1,610,000",225.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الحرة الشرقية المبعوث ,35958237,2026/03/31,1447/10/12,سكني,1,"1,550,000",376.62
منطقة مكة المكرمه,جده,جده/طيبة,35964232,2026/03/31,1447/10/12,سكني,1,"1,600,000","1,043.70"
منطقة مكة المكرمه,جده,جده/طيبة,35953690,2026/03/31,1447/10/12,سكني,1,"1,050,000",375.00
منطقة مكة المكرمه,جده,جده/ السلامة ,35958221,2026/03/31,1447/10/12,سكني,1,"892,000",154.56
منطقة جازان,بيش,بيش/أخرى,35943691,2026/03/31,1447/10/12,زراعي,1,"200,000","24,786.00"
منطقة الشرقية,الدمام,الدمام/ الشاطئ الشرقي ,35961410,2026/03/31,1447/10/12,سكني,1,"980,000",133.99
منطقة الرياض,الرياض,الرياض/نمار,35961067,2026/03/31,1447/10/12,سكني,1,"1,213,600",656.00
منطقة الرياض,الرياض,الرياض/البطحاء,35963162,2026/03/31,1447/10/12,سكني,1,"162,459",21.93
منطقة الرياض,الرياض,الرياض/البطحاء,35962664,2026/03/31,1447/10/12,سكني,1,"162,459",33.64
منطقة الشرقية,الدمام,الدمام/ القصور ,35962195,2026/03/31,1447/10/12,سكني,1,"780,000",134.40
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ وعيرة ,35964608,2026/03/31,1447/10/12,سكني,1,"150,000",143.99
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ ضاحية المندسة المرحلة الاولى ,35960455,2026/03/31,1447/10/12,سكني,1,"135,000",783.24
منطقة مكة المكرمه,جده,جده/ النعيم ,35954234,2026/03/31,1447/10/12,سكني,1,"1,350,000",384.00
منطقة مكة المكرمه,جده,جده/ النزهة ,35965278,2026/03/31,1447/10/12,سكني,1,"345,000",63.13
منطقة مكة المكرمه,جده,جده/ النزهة ,35962960,2026/03/31,1447/10/12,سكني,1,"360,000",103.17
منطقة مكة المكرمه,جده,جده/ النزهة ,35965654,2026/03/31,1447/10/12,سكني,1,"250,000",71.48
منطقة مكة المكرمه,جده,جده/ النزهة ,35965979,2026/03/31,1447/10/12,سكني,1,"250,000",71.48
منطقة مكة المكرمه,جده,جده/ النزهة ,35966061,2026/03/31,1447/10/12,سكني,1,"250,000",71.48
منطقة مكة المكرمه,جده,جده/ النزهة ,35964395,2026/03/31,1447/10/12,سكني,1,"420,000",132.23
